Action_Label,hiya_up
Fs_Hz,250
Total_Samples,1250

Sample_Index,Raw_EMG,Envelope
0,488.0,528.2
1,516.0,528.3333333333334
2,543.0,528.6666666666666
3,527.0,528.9333333333333
4,491.0,528.8
5,494.0,528.6666666666666
6,516.0,528.7333333333333
7,540.0,528.8333333333334
8,527.0,529.1666666666666
9,491.0,529.0666666666667
10,490.0,529.0
11,516.0,529.0666666666667
12,538.0,529.1666666666666
13,522.0,529.2333333333333
14,490.0,529.2
15,486.0,529.2333333333333
16,510.0,529.2
17,538.0,529.2
18,525.0,529.3
19,489.0,529.3666666666667
20,487.0,529.4333333333333
21,519.0,529.6
22,540.0,529.8666666666667
23,526.0,529.9666666666667
24,488.0,530.0
25,491.0,529.8333333333334
26,515.0,529.8666666666667
27,541.0,529.9666666666667
28,523.0,530.0666666666667
29,494.0,529.8333333333334
30,494.0,529.6333333333333
31,515.0,529.6
32,540.0,529.5
33,519.0,529.2333333333333
34,491.0,529.2333333333333
35,489.0,529.4
36,514.0,529.3333333333334
37,539.0,529.3
38,525.0,529.2333333333333
39,490.0,529.2666666666667
40,491.0,529.2333333333333
41,516.0,529.2333333333333
42,538.0,529.2333333333333
43,524.0,529.3
44,492.0,529.2333333333333
45,489.0,529.1333333333333
46,516.0,529.2
47,540.0,529.2666666666667
48,524.0,529.2333333333333
49,492.0,529.1333333333333
50,491.0,529.0
51,511.0,528.8
52,536.0,528.6666666666666
53,521.0,528.5
54,489.0,528.4666666666667
55,490.0,528.5
56,511.0,528.4333333333333
57,538.0,528.3333333333334
58,520.0,528.2333333333333
59,489.0,528.4
60,488.0,528.6
61,514.0,528.5666666666667
62,538.0,528.5
63,524.0,528.6666666666666
64,490.0,528.7
65,490.0,528.6666666666666
66,514.0,528.6666666666666
67,538.0,528.6333333333333
68,523.0,528.5666666666667
69,494.0,528.4333333333333
70,489.0,528.5
71,517.0,528.5333333333333
72,543.0,528.7
73,525.0,528.7333333333333
74,490.0,528.8
75,488.0,528.8333333333334
76,513.0,528.7333333333333
77,539.0,528.7
78,523.0,528.6666666666666
79,493.0,528.6333333333333
80,488.0,528.7333333333333
81,518.0,528.9
82,539.0,529.0
83,522.0,529.0333333333333
84,491.0,528.9666666666667
85,489.0,529.0
86,512.0,528.9666666666667
87,537.0,528.9333333333333
88,524.0,529.0666666666667
89,495.0,528.8666666666667
90,493.0,528.7
91,517.0,528.8
92,540.0,528.8666666666667
93,523.0,528.8333333333334
94,488.0,528.9
95,492.0,528.8333333333334
96,516.0,528.9
97,538.0,528.9
98,521.0,528.8333333333334
99,488.0,529.0333333333333
100,491.0,528.9666666666667
101,517.0,528.9666666666667
102,542.0,528.9333333333333
103,523.0,528.8666666666667
104,489.0,528.9
105,486.0,528.9666666666667
106,513.0,528.9666666666667
107,541.0,529.0333333333333
108,523.0,529.0333333333333
109,492.0,529.0666666666667
110,489.0,529.0333333333333
111,515.0,528.9333333333333
112,539.0,528.9333333333333
113,525.0,529.0333333333333
114,490.0,529.0666666666667
115,488.0,529.1
116,514.0,529.1666666666666
117,541.0,529.3
118,524.0,529.3
119,491.0,529.4333333333333
120,490.0,529.5333333333333
121,514.0,529.4333333333333
122,543.0,529.5333333333333
123,522.0,529.5
124,488.0,529.5
125,489.0,529.6
126,515.0,529.5666666666667
127,541.0,529.6666666666666
128,528.0,529.9
129,491.0,529.8
130,488.0,529.9
131,514.0,529.8
132,536.0,529.6
133,521.0,529.5333333333333
134,491.0,529.4666666666667
135,489.0,529.3666666666667
136,516.0,529.4666666666667
137,544.0,529.5666666666667
138,527.0,529.7
139,495.0,529.6
140,491.0,529.5333333333333
141,512.0,529.4333333333333
142,532.0,529.2
143,520.0,529.0333333333333
144,488.0,529.1
145,492.0,528.9666666666667
146,518.0,529.1
147,541.0,529.1
148,525.0,529.1333333333333
149,485.0,529.3333333333334
150,484.0,529.5333333333333
151,511.0,529.5
152,535.0,529.2333333333333
153,524.0,529.3
154,491.0,529.2
155,484.0,529.3666666666667
156,513.0,529.3
157,540.0,529.2666666666667
158,527.0,529.2333333333333
159,491.0,529.2333333333333
160,486.0,529.3
161,513.0,529.2666666666667
162,538.0,529.3333333333334
163,522.0,529.3666666666667
164,488.0,529.4666666666667
165,487.0,529.5333333333333
166,512.0,529.4
167,538.0,529.2
168,523.0,529.0666666666667
169,491.0,529.2
170,489.0,529.2666666666667
171,512.0,529.2666666666667
172,538.0,529.4666666666667
173,525.0,529.6333333333333
174,492.0,529.5
175,490.0,529.5666666666667
176,516.0,529.5
177,538.0,529.4
178,523.0,529.3333333333334
179,487.0,529.2666666666667
180,488.0,529.1333333333333
181,510.0,529.1666666666666
182,536.0,529.2
183,525.0,529.2333333333333
184,490.0,529.2666666666667
185,482.0,529.3333333333334
186,513.0,529.3333333333334
187,539.0,529.3
188,526.0,529.2666666666667
189,493.0,529.2
190,488.0,529.1333333333333
191,513.0,529.1333333333333
192,540.0,529.2
193,525.0,529.3
194,492.0,529.1666666666666
195,488.0,529.1333333333333
196,510.0,529.2
197,539.0,529.2333333333333
198,527.0,529.3666666666667
199,492.0,529.3333333333334
200,485.0,529.4666666666667
201,512.0,529.4666666666667
202,540.0,529.5333333333333
203,525.0,529.5333333333333
204,491.0,529.5666666666667
205,489.0,529.6
206,514.0,529.5333333333333
207,536.0,529.4666666666667
208,520.0,529.3666666666667
209,491.0,529.2333333333333
210,489.0,529.2
211,513.0,529.1666666666666
212,537.0,529.2
213,526.0,529.2333333333333
214,489.0,529.2666666666667
215,488.0,529.0666666666667
216,510.0,529.1
217,538.0,529.0666666666667
218,526.0,529.0666666666667
219,491.0,529.1333333333333
220,488.0,529.1333333333333
221,510.0,529.1666666666666
222,535.0,529.0
223,526.0,529.0333333333333
224,492.0,529.0333333333333
225,490.0,528.9666666666667
226,514.0,528.9666666666667
227,538.0,528.9333333333333
228,529.0,529.0
229,499.0,528.7666666666667
230,493.0,528.5
231,516.0,528.6333333333333
232,542.0,528.7
233,526.0,528.7333333333333
234,493.0,528.6666666666666
235,491.0,528.6
236,514.0,528.6
237,539.0,528.7
238,526.0,528.9
239,492.0,528.8666666666667
240,485.0,529.0
241,512.0,528.9666666666667
242,542.0,529.1333333333333
243,526.0,529.1333333333333
244,491.0,529.0666666666667
245,492.0,528.9333333333333
246,516.0,529.0
247,539.0,529.0333333333333
248,524.0,528.9666666666667
249,490.0,529.0
250,489.0,528.9666666666667
251,512.0,528.9
252,534.0,528.8666666666667
253,520.0,528.6666666666666
254,491.0,528.7
255,491.0,528.6666666666666
256,511.0,528.6333333333333
257,538.0,528.6333333333333
258,523.0,528.4333333333333
259,497.0,528.5
260,495.0,528.4333333333333
261,518.0,528.5
262,544.0,528.5666666666667
263,531.0,528.7333333333333
264,493.0,528.7333333333333
265,490.0,528.7666666666667
266,515.0,528.8
267,539.0,528.8
268,523.0,528.7
269,495.0,528.6
270,490.0,528.4333333333333
271,514.0,528.5
272,545.0,528.6
273,530.0,528.7333333333333
274,493.0,528.6666666666666
275,490.0,528.7333333333333
276,514.0,528.6666666666666
277,541.0,528.7333333333333
278,530.0,528.9333333333333
279,496.0,528.7333333333333
280,493.0,528.6
281,513.0,528.6333333333333
282,539.0,528.8
283,531.0,529.1666666666666
284,495.0,529.0333333333333
285,490.0,529.0666666666667
286,515.0,529.1333333333333
287,540.0,529.2
288,527.0,529.3333333333334
289,492.0,529.5
290,485.0,529.8333333333334
291,508.0,529.7666666666667
292,539.0,529.6
293,530.0,529.5666666666667
294,490.0,529.6666666666666
295,487.0,529.7666666666667
296,511.0,529.7
297,541.0,529.7666666666667
298,525.0,529.8333333333334
299,490.0,530.0
300,489.0,530.0333333333333
301,512.0,529.9666666666667
302,537.0,529.7
303,525.0,529.5333333333333
304,490.0,529.6333333333333
305,486.0,529.7666666666667
306,511.0,529.7333333333333
307,537.0,529.6
308,526.0,529.4666666666667
309,494.0,529.5333333333333
310,489.0,529.6666666666666
311,513.0,529.6666666666666
312,540.0,529.7
313,520.0,529.3333333333334
314,489.0,529.5333333333333
315,491.0,529.5
316,509.0,529.5
317,532.0,529.2333333333333
318,522.0,529.0666666666667
319,488.0,529.2
320,481.0,529.3333333333334
321,507.0,529.3666666666667
322,535.0,529.2333333333333
323,523.0,529.0
324,485.0,529.1666666666666
325,484.0,529.2666666666667
326,508.0,529.3666666666667
327,529.0,528.9666666666667
328,528.0,529.0666666666667
329,497.0,528.8333333333334
330,493.0,528.7
331,513.0,528.7333333333333
332,537.0,528.7333333333333
333,531.0,528.9333333333333
334,498.0,528.6666666666666
335,481.0,528.8333333333334
336,507.0,528.9666666666667
337,536.0,528.9333333333333
338,540.0,529.4
339,513.0,528.8333333333334
340,505.0,528.3
341,535.0,529.0333333333333
342,551.0,529.4
343,509.0,529.2333333333333
344,468.0,529.9333333333333
345,508.0,529.3666666666667
346,587.0,531.7666666666667
347,607.0,534.2666666666667
348,589.0,536.5
349,543.0,536.7333333333333
350,505.0,535.9333333333333
351,496.0,536.3
352,526.0,536.0
353,517.0,535.8
354,497.0,535.4
355,550.0,535.7333333333333
356,543.0,536.6333333333333
357,564.0,537.8
358,582.0,539.6
359,584.0,541.5
360,571.0,542.8333333333334
361,607.0,545.9666666666667
362,665.0,550.2333333333333
363,609.0,552.8333333333334
364,524.0,552.7666666666667
365,524.0,552.1333333333333
366,567.0,553.8
367,556.0,554.4666666666667
368,502.0,553.8666666666667
369,428.0,556.6333333333333
370,382.0,560.7333333333333
371,380.0,564.3666666666667
372,400.0,566.8
373,396.0,570.5666666666667
374,383.0,573.4
375,414.0,576.5333333333333
376,471.0,575.4
377,549.0,573.4666666666667
378,558.0,572.4333333333333
379,516.0,571.5333333333333
380,490.0,572.0333333333333
381,500.0,571.9
382,541.0,572.4
383,559.0,573.8
384,532.0,573.9666666666667
385,511.0,572.7333333333333
386,528.0,572.2333333333333
387,570.0,572.4333333333333
388,566.0,571.9
389,529.0,570.0666666666667
390,512.0,568.1
391,549.0,566.1666666666666
392,578.0,563.2666666666667
393,572.0,562.0333333333333
394,519.0,561.8666666666667
395,489.0,562.2333333333333
396,532.0,561.0666666666667
397,587.0,562.1
398,588.0,564.3
399,533.0,562.2
400,520.0,558.1333333333333
401,539.0,554.6333333333333
402,559.0,552.4666666666667
403,577.0,550.7666666666667
404,526.0,546.9333333333333
405,501.0,544.0333333333333
406,502.0,543.0
407,513.0,541.8
408,545.0,541.3666666666667
409,554.0,542.6333333333333
410,547.0,543.0666666666667
411,544.0,543.7333333333333
412,524.0,543.1666666666666
413,528.0,542.1333333333333
414,522.0,541.8
415,535.0,542.5333333333333
416,511.0,542.0333333333333
417,502.0,540.4333333333333
418,484.0,539.5666666666667
419,482.0,540.0
420,521.0,540.3
421,520.0,539.3333333333334
422,527.0,537.6333333333333
423,492.0,536.3
424,475.0,537.3
425,490.0,537.2666666666667
426,498.0,537.0666666666667
427,483.0,535.5333333333333
428,470.0,534.4
429,462.0,535.3666666666667
430,452.0,537.1
431,449.0,538.3
432,477.0,537.9
433,479.0,536.8333333333334
434,465.0,537.9333333333333
435,489.0,538.3333333333334
436,480.0,539.0666666666667
437,492.0,539.7
438,478.0,539.7333333333333
439,445.0,540.5666666666667
440,447.0,541.5666666666667
441,443.0,542.8
442,436.0,544.9333333333333
443,440.0,546.8
444,448.0,548.6
445,458.0,549.6333333333333
446,464.0,551.2
447,486.0,551.7333333333333
448,476.0,552.0
449,476.0,552.2
450,504.0,552.1666666666666
451,512.0,551.9
452,495.0,551.9666666666667
453,471.0,552.6666666666666
454,476.0,552.6333333333333
455,502.0,552.2333333333333
456,504.0,552.0333333333333
457,498.0,551.5333333333333
458,495.0,550.7
459,482.0,550.0333333333333
460,502.0,548.3666666666667
461,509.0,546.3666666666667
462,515.0,545.3
463,517.0,544.3666666666667
464,506.0,543.0
465,510.0,542.3
466,507.0,541.4
467,505.0,540.9666666666667
468,500.0,540.2333333333333
469,487.0,538.8333333333334
470,506.0,536.8666666666667
471,499.0,535.0
472,516.0,532.6
473,522.0,530.5333333333333
474,486.0,529.2666666666667
475,481.0,528.5
476,512.0,526.9
477,522.0,526.3666666666667
478,519.0,525.4
479,492.0,524.8666666666667
480,475.0,525.8333333333334
481,528.0,526.3666666666667
482,557.0,527.3
483,551.0,527.2333333333333
484,519.0,526.2666666666667
485,496.0,526.4666666666667
486,529.0,526.7666666666667
487,558.0,527.8333333333334
488,512.0,527.2666666666667
489,489.0,527.0333333333333
